chain,text,generation,lex_rich:ttr,lex_rich:rttr,lex_rich:cttr,lex_rich:herdan,lex_rich:summer,lex_rich:dugast,lex_rich:maas,lex_rich:yulek,lex_rich:yulei,lex_rich:herdanvm,lex_rich:simpsond,lex_rich:msttr,lex_rich:mattr,lex_rich:mtld,lex_rich:hdd,lex_rich:vocd,text_desc:token_length_mean,text_desc:token_length_median,text_desc:token_length_std,text_desc:sentence_length_mean,text_desc:sentence_length_median,text_desc:sentence_length_std,text_desc:syllables_per_token_mean,text_desc:syllables_per_token_median,text_desc:syllables_per_token_std,text_desc:n_tokens,text_desc:n_unique_tokens,text_desc:proportion_unique_tokens,text_desc:n_characters,text_desc:n_sentences,text_desc:flesch_reading_ease,text_desc:flesch_kincaid_grade,text_desc:smog,text_desc:gunning_fog,text_desc:automated_readability_index,text_desc:coleman_liau_index,text_desc:lix,text_desc:rix,text_desc:first_order_coherence,text_desc:second_order_coherence,text_desc:pos_prop_ADJ,text_desc:pos_prop_ADP,text_desc:pos_prop_ADV,text_desc:pos_prop_AUX,text_desc:pos_prop_CCONJ,text_desc:pos_prop_DET,text_desc:pos_prop_INTJ,text_desc:pos_prop_NOUN,text_desc:pos_prop_NUM,text_desc:pos_prop_PART,text_desc:pos_prop_PRON,text_desc:pos_prop_PROPN,text_desc:pos_prop_PUNCT,text_desc:pos_prop_SCONJ,text_desc:pos_prop_SYM,text_desc:pos_prop_VERB,text_desc:pos_prop_X,text_desc:passed_quality_check,text_desc:n_stop_words,text_desc:alpha_ratio,text_desc:mean_word_length,text_desc:doc_length,text_desc:symbol_to_word_ratio_#,text_desc:proportion_ellipsis,text_desc:proportion_bullet_points,text_desc:contains_lorem ipsum,text_desc:duplicate_line_chr_fraction,text_desc:duplicate_paragraph_chr_fraction,text_desc:duplicate_ngram_chr_fraction_5,text_desc:duplicate_ngram_chr_fraction_6,text_desc:duplicate_ngram_chr_fraction_7,text_desc:duplicate_ngram_chr_fraction_8,text_desc:duplicate_ngram_chr_fraction_9,text_desc:duplicate_ngram_chr_fraction_10,text_desc:top_ngram_chr_fraction_2,text_desc:top_ngram_chr_fraction_3,text_desc:top_ngram_chr_fraction_4,text_desc:oov_ratio,text_desc:dependency_distance_mean,text_desc:dependency_distance_std,text_desc:prop_adjacent_dependency_relation_mean,text_desc:prop_adjacent_dependency_relation_std,text_desc:entropy,text_desc:perplexity,text_desc:per_word_perplexity,word_count,error_count_overall,error_count_typos,error_count_grammar,error_count_punctuation,error_count_casing
13,"Dr. Amelia Hart, a renowned quantum physicist, has been named Australian of the Year for her pioneering research in quantum computing and her advocacy for science education. The award was announced at a ceremony in Canberra on Tuesday night and recognizes Hart’s leadership in developing ultra-stable qubits that could accelerate the arrival of practical quantum technologies. Hart is a professor at the University of Sydney and director of the National Quantum Innovation Centre. She has spent two decades advancing methods to reduce error rates in quantum processors. Her team’s breakthrough last year demonstrated a scalable architecture capable of operating at room temperature. This is a milestone experts say could lower costs and expand commercial applications. Hart has championed greater access to STEM education for girls and students in regional communities beyond the laboratory. She has launched mentorship programs, advised government on critical technology policy, and spoken widely about the ethical implications of quantum breakthroughs. Prime Minister said Hart embodies “curiosity, collaboration and courage.” Hart accepted the award and dedicated the honor to her students and colleagues. She urged sustained investment in research to secure Australia’s place in the global quantum race. She called the moment a reminder of science’s power to unite nations through shared discovery.",1,0.6618357487922706,9.522158241939747,6.73318266440697,0.9226027316575391,0.9518738190447724,68.90060731432547,0.014513660169031413,103.15293239048752,36.658203125,0.08858296134388478,0.010365367478073262,0.745,0.7797222222222223,118.5374967280342,0.8467298242454434,98.25007024443796,5.578199052132701,5.0,3.000363102544108,17.583333333333332,16.0,5.894324011755339,1.6445497630331753,1.0,0.9296109164884232,211,136,0.6445497630331753,1197,12,49.85900671406006,10.673187203791468,13.81666964889586,14.995418641390206,13.63498420221169,15.3163981042654,56.445892575039494,6.833333333333333,0.8444766727360812,0.8317903280258179,0.07792207792207792,0.11688311688311688,0.004329004329004329,0.04329004329004329,0.03896103896103896,0.0735930735930736,0.0,0.27705627705627706,0.004329004329004329,0.030303030303030304,0.04329004329004329,0.09523809523809523,0.08225108225108226,0.0,0.0,0.11255411255411256,0.0,True,83.0,0.9134199134199135,5.181818181818182,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014265335235378032,0.0,0.0,0.0,2.5349308793774736,0.3448958786151211,0.44273697005895146,0.05674727178296327,6.1443758249116724,466.0886373350234,2.017699728723045,207,0,0,0,0,0
14,"Scientists have identified 91 volcanoes that were known before and buried deep beneath the Antarctic Ice Sheet, dramatically reshaping understanding of the frozen continent’s geology. The discoveries, made using ice-penetrating radar and satellite data, shows a big volcanic province stretching across West Antarctica. It also has peaks ranging from 100 meters to nearly 4,000 meters in height. Researchers say the hidden chain rivals some of the world’s most active volcanic regions in scale, though it remains unclear how many of the volcanoes are dormant or potentially active. Most are concealed beneath up to two kilometers of ice. This makes direct observation impossible without advanced imaging technology. The findings bring to our attention important questions about the stability of the Antarctic Ice Sheet. Scientists warn that geothermal heat from volcanic activity could increase melting from below, potentially influencing global sea level rise. However, experts state that more research is required to determine whether any of the volcanoes pose an immediate threat. The discovery also offers new insight into Antarctica’s tectonic history. This suggests that the region may be more geologically dynamic than previously believed. Researchers plan further surveys to map the area in greater detail. It also assess how subglacial volcanic systems interact with the ice above.",1,0.729064039408867,10.387563613885227,7.345116671384884,0.9405267353601336,0.9632886048418422,89.33772193632393,0.011193479958138589,79.10893251474191,57.490813648293965,0.07797592493264617,0.007950056089352777,0.825,0.81,209.79127272727274,0.8905443491716245,152.31308110454776,5.542857142857143,5.0,2.768972893394542,16.153846153846153,14.0,6.298304458602683,1.638095238095238,1.0,0.8742213898943179,210,151,0.719047619047619,1184,13,51.85598901098902,10.03952380952381,13.149919865122353,14.08058608058608,12.753780219780218,14.95961904761904,51.86813186813187,5.769230769230769,0.814874917268753,0.8260207555510781,0.11304347826086956,0.10434782608695652,0.06521739130434782,0.034782608695652174,0.013043478260869565,0.06956521739130435,0.0,0.2217391304347826,0.017391304347826087,0.021739130434782608,0.0391304347826087,0.0391304347826087,0.08695652173913043,0.034782608695652174,0.0,0.1391304347826087,0.0,True,88.0,0.9,5.147826086956521,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02159827213822894,0.0,0.0,0.0,2.63331476379873,0.48219072396247453,0.46491868351990323,0.08324507094100371,5.678445414908639,292.4943689134472,1.2717146474497705,203,2,0,2,0,0
15,"For more than a century, the Congressional Baseball Game has brought together lawmakers from both parties in a rare display of bipartisan camaraderie. First played in 1909, the annual contest features members of the U.S. House and Senate competing in a friendly rivalry that blends America’s pastime with public service. The inaugural game was organized by Representative John Tener of Pennsylvania, a former professional baseball player. Though early matchups were informal and occasionally interrupted by world events, the tradition endured, becoming a beloved fixture of Washington life. By the mid-20th century, the game had grown in popularity, drawing thousands of spectators and raising funds for local charities. Over the decades, Republicans and Democrats have formed their own teams, practicing for weeks before facing off in a spirited contest. The event has evolved into a major charitable fundraiser, generating millions of dollars for organizations such as the Boys and Girls Clubs of Greater Washington, the Washington Literacy Center, and the U.S. Capitol Police Memorial Fund. Despite moments of national tension, the game has symbolized unity and resilience. Following the 2017 shooting at a practice session, lawmakers returned to the field in a powerful show of solidarity. Today, the Congressional Baseball Game stands as a testament to tradition, teamwork, and the enduring appeal of baseball.",1,0.6666666666666666,9.72967967955095,6.8799224801834304,0.9243717567377692,0.9531677471743394,70.89007934667825,0.014106346180114098,136.2163591879918,29.265602322206096,0.10618012091923607,0.013685888918416158,0.76,0.775,114.91257800017398,0.8309506127509969,85.52972328762503,5.4953271028037385,5.0,2.9525019701361694,21.4,20.5,6.2960304954788775,1.6635514018691588,1.0,0.9266957200927507,214,144,0.6728971962616822,1203,10,44.37755140186917,12.385906542056077,14.265292616868656,15.662803738317757,15.152990654205603,15.129345794392524,60.18504672897196,8.3,0.8740731146600511,0.8775961101055145,0.08713692946058091,0.14522821576763487,0.012448132780082987,0.029045643153526972,0.03319502074688797,0.11203319502074689,0.0,0.2157676348547718,0.008298755186721992,0.004149377593360996,0.012448132780082987,0.12448132780082988,0.11203319502074689,0.008298755186721992,0.0,0.0954356846473029,0.0,True,90.0,0.8796680497925311,4.991701244813278,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046643109540636045,0.0,0.0,0.0,0.0,0.0,0.024734982332155476,0.0,0.0,0.0,2.847025534851622,0.8966441673870627,0.4512387853692202,0.05612919045305572,7.733183041244738,2282.85707660814,9.472436002523402,213,0,0,0,0,0
16,"Irland’s coastline has always been a place of refuge, but there is a new initiative that's turning its waters into a sanctuary. This week, the government anounced the creation of a protected maritime corridor that will shelter small vessels during emergencies. This zone will provide monitored anchorge, emergency supplies, and rapid-response crews trained in medical and mechanical support. This plan was shaped by lesons from recent storms, where fishing boats and recreational sailors were left scrambling for cover. Transport Minister Aoife Gallagher described the project as “a commitment to safety, solidarity and sustainable seas.” Environmental groups have welcomed strict limits on comercial traffic within the corridor, aimed at reducing collision risks and safeguarding marine life. Harbor masters will cordinate with the Irish Coast Guard using tracking systems funded by a €45 million investment. Volunteers are set to receive training that will assist them in relief eforts. Experts believe this initiative can serve as a model for other nations facing volatile weather paterns.",1,0.823170731707317,10.541728927480909,7.454128010052141,0.9618437752949562,0.9761214739626892,133.6575216035474,0.00748180864049075,43.12908982748365,125.6896551724138,0.05480020575646328,0.004339368547059704,0.87,0.8884615384615384,259.6855172413793,0.9272917094775467,251.4886310785839,5.515151515151516,5.0,2.6801312962095616,18.333333333333332,19.0,2.8284271247461903,1.612121212121212,1.0,0.7983914038818744,165,135,0.8181818181818182,931,9,51.84121212121215,10.583030303030302,11.645159339076184,12.181818181818182,13.713030303030301,15.014545454545456,54.09090909090909,6.555555555555555,0.8350350931286812,0.8099763478551593,0.08108108108108109,0.0972972972972973,0.005405405405405406,0.06486486486486487,0.032432432432432434,0.08648648648648649,0.0,0.2756756756756757,0.010810810810810811,0.010810810810810811,0.032432432432432434,0.04864864864864865,0.10270270270270271,0.005405405405405406,0.005405405405405406,0.14054054054054055,0.0,True,65.0,0.8864864864864865,5.032432432432432,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016483516483516484,0.0,0.0,0.010810810810810811,2.570044949840346,0.23082551595925335,0.48247958350260134,0.07413831481007531,4.670514713201525,106.75267530517837,0.5770414881360993,164,1,0,0,0,0
17,"Drones equipped with seed pods and artificial intelligence are taking flight in a bid to combat global deforestation, offering conservationists a faster and cheaper way to restore degraded landscapes. Developed by environmental startups and university researchers, the tree-planting drones can map barren terrain, analyze soil quality and fire biodegradable seed capsules into the ground at remarkable speeds. According to project leaders, a single drone can plant up to 40 000 trees per day, far surpassing traditional manual efforts. The devices use satellite imagery and machine learning to identify optimal planting sites, increasing survival rates while reducing labor costs. The seed pods are also higly effective - each pod is packed with nutrients and natural pest deterrents, giving saplings a stronger start. Environmental advocates welcome the solution, saying the technology could prove crucial as wildfires, logging and agricultural expansion continue to shrink forests worldwide. Critics, however, caution that drones are not a silver bullet and must complement broader conservation policies and community involvement. Field trials conducted in Brazil and Indonesia have shown promising early results, with thousands of native seedlings already sprouting. Backers hope expanded deployments over the next year will help reclaim vast stretches of lost forest and curb climate change. Governments are watching closely for scalable climate solutions worldwide.",1,0.8019323671497585,11.537797577824803,8.158454907237642,0.9586081671533883,0.9747452940544192,128.8350485233924,0.00776186302920848,57.410908072533786,96.01393728222996,0.06743821094978235,0.005768960180104123,0.8500000000000001,0.8735185185185186,292.62731707317073,0.915133830962132,209.599582888127,5.890476190476191,6.0,2.8986704278743223,21.0,20.5,5.329165037789691,1.6714285714285715,1.0,0.9368858532611197,210,168,0.8,1261,10,44.11714285714288,12.322857142857142,13.662883650711645,14.876190476190477,16.814142857142862,17.426476190476183,62.904761904761905,8.8,0.8477553923924764,0.8409307450056076,0.09829059829059829,0.06837606837606838,0.038461538461538464,0.04700854700854701,0.04700854700854701,0.05555555555555555,0.0,0.32905982905982906,0.008547008547008548,0.021367521367521368,0.0,0.008547008547008548,0.10256410256410256,0.01282051282051282,0.0,0.1623931623931624,0.0,True,63.0,0.8888888888888888,5.388888888888889,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.930427803379416,0.22105714587343872,0.4370703812316715,0.06420166707566,5.773980973783761,321.81632829699794,1.3752834542606749,207,0,0,0,0,0
18,"The rise of Russia’s oligarchs is rooted in the transition from a state-controlled economy to capitalism which occurred in the early 1990s. When the Soviet Union collapsed, vast state assets, from oil and gas fields to metals plants and media companies, were privatized rapidly. In theory, privatization was meant to distribute ownership among citizens in a more fair manner. In practice, however, a small group of well-connected businessmen acquired major enterprises at a fraction of their value. A key moment was the “loans-for-shares” program of the mid-1990s. Facing fiscal crisis, the government auctioned stakes in large companies in exchange for short-term loans. Insiders with political connections often won these auctions, which consolidated control over the lucrative natural resource industries. Beyond that, weak regulatory institutions and an underdeveloped legal system allowed wealth to concentrate quickly. Russia’s economy, heavily dependent on commodities such as oil, gas, and metals, further amplified fortunes as global prices rose in the 2000s. Close ties between business leaders and political power structures became a defining feature of the Russian system. Over time, the state reasserted control over key sectors, which helped to reshape the balance between private wealth and government authority. However, the legacy of rapid privatization endures. The concentration of assets in a handful of powerful figures remains a defining characteristic of Russia’s post-Soviet economic landscape.",1,0.6727272727272727,9.978157964455983,7.055623160417383,0.9265030317385675,0.9547014373276799,73.38571472998662,0.013626630246491057,101.65289256198346,38.836879432624116,0.0891851279356381,0.01021170610211706,0.78,0.8244628099173554,141.3294462629569,0.8590945789632283,110.00612818010724,5.510917030567685,5.0,2.893467048508011,17.615384615384617,17.0,4.599974273146477,1.6331877729257642,1.0,0.8595412936466091,229,152,0.6637554585152838,1299,13,50.78769902586498,10.551615720524019,12.502718667466524,13.159690964057777,13.33411152166611,14.923842794759821,52.11320120927108,6.076923076923077,0.8638867090145746,0.8573703765869141,0.11278195488721804,0.13157894736842105,0.03383458646616541,0.015037593984962405,0.022556390977443608,0.09022556390977443,0.0,0.2932330827067669,0.0037593984962406013,0.022556390977443608,0.018796992481203006,0.018796992481203006,0.13533834586466165,0.007518796992481203,0.0,0.09398496240601503,0.0,True,90.0,0.8609022556390977,4.883458646616542,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015810276679841896,0.0,0.0,0.0,2.773277737112294,0.4254472615898628,0.4604771195936795,0.06483916506975944,7.793102035107062,2423.8247218503266,9.112123014474912,220,0,0,0,0,0
19,"The Nobel Peace Prize was awarded today to the International Campaign for Nuclear Abolition to honor the decades-long effort to eliminate atomic weapons and reduce the risk of catastrophic war. The coalition of grassroots activists, scientists, and survivors of nuclear testing were praised by the Norwegian Nobel Committee for building global momentum behind the Treaty on the Prohibition of Nuclear Weapons. In its citation, the committee said the group had ""reframed the debate on nuclear deterrence by highlighting the humanitarian consequences of any use."" Accepting the award in Oslo, executive director Maria Santos called the prize ""a tribute to ordinary people who refuse to live under the shadow of annihilation."" She urged nuclear-armed states to join disarmament talks and invest instead in health, climate and education. Leaders from several countries welcomed the decision, while officials in nuclear powers cautioned that deterrence remains essential to national security. Analysts said the prize could intensify diplomatic pressure ahead of next year's nonproliferation review conference, where divisions between nuclear and non-nuclear states are expected. Founded in 2007, the campaign now includes more than 600 partner organizations worldwide and has focused on survivor testimony and youth activism. Committee chair Anne Lunde said the honor recognizes ""persistent moral leadership.""",1,0.698019801980198,9.920725380697116,7.015012190980424,0.9322739870110465,0.957988391898995,78.37856479558319,0.012758590344286991,136.75129889226545,32.11793214862682,0.10739379105502894,0.01374316536131225,0.76,0.771359223300971,136.43252576338475,0.8440938942772487,96.23216521055234,5.699029126213592,5.0,2.8721459500476234,22.88888888888889,23.0,6.063450510952113,1.766990291262136,1.0,1.0164079478293127,206,143,0.6941747572815534,1202,9,34.11539913700108,14.187152103559871,16.18397175987059,18.281769147788566,16.85687162891046,16.41708737864077,62.209277238403445,9.0,0.8737813755869865,0.8497238074030194,0.1072961373390558,0.11587982832618025,0.017167381974248927,0.02575107296137339,0.030042918454935622,0.09012875536480687,0.0,0.26180257510729615,0.008583690987124463,0.02145922746781116,0.012875536480686695,0.07296137339055794,0.1072961373390558,0.012875536480686695,0.0,0.11587982832618025,0.0,True,76.0,0.8798283261802575,5.1587982832618025,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,2.9660539628986777,0.36052974563727125,0.4622429176012679,0.041993779312434254,6.469609650472274,645.2318118677548,2.7692352440676173,202,1,0,0,0,0
20,"A growing number of China’s most prominent business leaders have disappeared from public view in recent years.  These events have created speculation about the forces reshaping the country’s corporate elite. Famous technology pioneers and prominent real estate developers, have stepped down from executive roles, disappeared from social media, or been detained without immediate explanation. Analysts suspect Beijing’s anti-corruption campaigns and regulatory crackdowns as key factors. Authorities have tightened oversight of industries such as technology, finance, and property development citing concerns about systemic risk and national security. In several high-profile cases, executives later reemerged to acknowledge investigations into alleged financial crimes or regulatory violations. Others have faced formal charges, while a few have remained largely out of sight. The uncertainty has disrupted investors and led to questions about transparency in the world’s second-largest economy. International markets have reacted sharply to sudden leadership changes at major firms, demonstrating the importance of China policy around the globe. Chinese officials maintain that the investigations are necessary to promote “common prosperity” and ensure long-term stability. But for many observers, the pattern of disappearing executives highlights the delicate balance between private enterprise and state authority in modern China.",1,0.7708333333333334,10.680979980008077,7.552593373581466,0.9504929477164186,0.9694065668275031,106.1968978058381,0.00941647092016115,62.934027777777786,79.3623188405797,0.06888381053886578,0.0063263525305410125,0.84,0.8364516129032257,234.58909090909097,0.9028874859020853,178.43034209476184,6.0497512437810945,6.0,2.9586726279219997,18.272727272727273,18.0,3.413633337367016,1.771144278606965,1.0,1.011064747905551,201,153,0.7611940298507462,1241,11,38.449375848032616,12.435866123925823,14.811377253095038,16.463319764812304,16.200691994572587,18.152636815920392,62.05382180009046,8.0,0.8761639595031738,0.8673091464572482,0.15859030837004406,0.1145374449339207,0.02643171806167401,0.04405286343612335,0.04405286343612335,0.05286343612334802,0.0,0.28634361233480177,0.0,0.02643171806167401,0.0,0.01762114537444934,0.11013215859030837,0.00881057268722467,0.0,0.10572687224669604,0.0,True,73.0,0.8810572687224669,5.47136563876652,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,2.7326769245247506,0.30608357581172,0.48195228684359126,0.07658986348210547,5.498840852241211,244.4084624827633,1.0766892620386048,192,0,0,0,0,0
21,"Scientists have discovered a prehistoric worm-like creature they describe as “strange beyond measure,” showing an unusual branch of early animal evolution. The fossilized remains was found in 520‑million‑year‑old marine sediments in western China. It revealed a soft-bodied organism with a tubular form, ringed segments, and a circular mouth lined with sharp, backward-facing spines. Measuring just a few inches long, the creature likely lived on the seafloor during the Cambrian Period. Researchers believe it used its spiny mouth to latch onto prey or organic debris, drawing food into a simple digestive tract. Despite its modest size, the worm’s anatomy is unique. “It’s strange beyond measure,” said lead paleontologist Dr. Li Wen. “Its combination of features doesn’t neatly fit into any known group, living or extinct.” Advanced imaging techniques revealed preserved muscle fibers and traces of internal organs, offering rare insight into soft-bodied animals that seldom fossilize. The discovery suggests that early marine ecosystems were more diverse  than previously understood. Scientists hope further study will clarify where this creature fits on the evolutionary tree and what it reveals.",1,0.7932960893854749,10.61357831707749,7.504933200659997,0.9553611863650532,0.972260371918613,116.20796753835886,0.008605261938428723,42.44561655379046,116.55491329479769,0.052810039888483644,0.0042684075073755575,0.85,0.87475,242.4724324324325,0.9273692325470998,250.11422875161733,5.407608695652174,5.0,2.776482514122632,16.727272727272727,17.0,4.4126040361860355,1.5815217391304348,1.0,0.8494792967544099,184,143,0.7771739130434783,1025,11,56.06007905138341,9.595592885375495,12.40481918309499,12.995256916996048,12.403473320158106,14.227173913043476,49.33596837944664,5.454545454545454,0.8029034376144409,0.806707521279653,0.16279069767441862,0.07906976744186046,0.03255813953488372,0.027906976744186046,0.023255813953488372,0.07441860465116279,0.0,0.21395348837209302,0.0,0.013953488372093023,0.046511627906976744,0.027906976744186046,0.14418604651162792,0.018604651162790697,0.0,0.13023255813953488,0.0,True,66.0,0.8511627906976744,4.772093023255814,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03996669442131557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009302325581395349,2.9052159189230125,0.5764737658493221,0.4253446485711932,0.021006507908385933,5.154388113004266,173.1898017431669,0.8055339615961251,179,1,0,0,0,0
1,"An increasing number of companies are migrating to cloud computing platforms, and new research suggests that a major driver of this is fear of being left behind. According to a recent industry survey, 81% of business leaders say that their organisation’s investments in cloud infrastructure are influenced by concerns about “missing out” on innovation, competitive advantage, and industry momentum. The benefits of cloud adoption that are usually preferred are cost savings, scalability, and flexibility. However, the study indicates that competition now plays an equally powerful role. Executives are compelled to modernize IT systems as their rivals are adopting artificial intelligence tools, data analytics platforms, and remote collaboration technologies built on cloud infrastructure. Analysts say the “fear of missing out,” or FOMO, reflects a broader shift in corporate strategy. As opposed to waiting for clear returns on investment, companies are now making proactive technology bets to avoid falling behind faster-moving competitors. Cloud adoption is viewed as essential for digital transformation in sectors like finance, retail, and healthcare However, It is assumed that rushed migrations can create new risks, including cybersecurity vulnerabilities and spiralling costs. It is advised for firms to check into cloud enthusiasm with clear planning and governance. Ultimately, the cloud has become less of a technical upgrade and more of a strategic necessity - driven more by perception and pressure than by measurable gains.",2,0.6785714285714286,10.155927192672127,7.181324987175317,0.9283461025918643,0.9559678335206702,75.52479694203765,0.013240684390948594,73.7404336734694,52.27149321266968,0.07252159480604106,0.007407110826393337,0.8,0.81384,142.95639820434963,0.8805050336765234,136.6450438410452,5.672566371681416,5.0,3.156514482656957,22.6,24.5,7.282856582413249,1.738938053097345,1.0,1.012307766374286,226,151,0.668141592920354,1316,10,36.78184070796462,13.743469026548674,15.514038796780547,17.358584070796464,16.587787610619472,16.244955752212395,61.09557522123894,8.7,0.8781094882223341,0.8915558010339737,0.09615384615384616,0.11538461538461539,0.04230769230769231,0.05384615384615385,0.038461538461538464,0.04230769230769231,0.0,0.27307692307692305,0.0038461538461538464,0.015384615384615385,0.023076923076923078,0.015384615384615385,0.12692307692307692,0.026923076923076925,0.0,0.12692307692307692,0.0,True,94.0,0.8653846153846154,5.061538461538461,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016233766233766232,0.0,0.0,0.0038461538461538464,2.8395502239240895,0.514571388954013,0.45534988554498534,0.07245305236826925,7.063296311566339,1168.2898730363443,4.493422588601324,224,0,0,0,0,0
2,"There is an echo of pointe shoes and the commands of established instructors, Inside of the marble corridors of the Beijing Dance Academy. The prestigious institution, which was founded in 1954, is well known for China’s best ballet and classical dancers, blending Russian-inspired technique with traditional Chinese aesthetics. Inside, students as young as eleven years old train for hours each day, while also balancing academic studies with long rehearsals. Many of the faculty members who are former principal dancers, emphasize discipline, precision, and emotional expression. Li Xinyue says “Technique is only the beginning,” Li Xinyue is a senior instructor at the institution. “We try teach our students here to tell stories that resonate beyond borders.” The academy’s studios walled are covered with mirrors and barres, but also with calligraphy scrolls and framed production images from historic ballets. Recent graduating students have joined leading companies in places like, Shanghai, London, and New York, portraying the school’s growing international reach. Competition for a place at these institutions is grueling. Each year, thousands of students audition for many places, driven by dreams of center stage. As China invests strongly in cultural diplomacy, the Beijing Dance Academy stands as both a symbol and training ground of artistic ambition and expression. Administrators say new scholarships aim to increase access for rural and low income applicants next year as they continue sweeping reforms.",2,0.7149122807017544,10.794938710080107,7.633174364390806,0.9381886048370242,0.9622865723806788,87.83729302079466,0.011384685998500196,67.71314250538627,63.71462829736211,0.07086825691144062,0.0068011438287348324,0.8200000000000001,0.8299224806201551,215.10407239819006,0.8939576953088214,159.97459726320344,5.454545454545454,5.0,2.776893470679238,19.25,21.0,5.018714974971183,1.5974025974025974,1.0,0.8816514451957554,231,162,0.7012987012987013,1295,12,52.15599025974029,10.766850649350651,13.5591,14.626406926406927,13.885909090909088,14.735064935064933,53.88203463203463,6.666666666666667,0.8293360688469626,0.8206927418708801,0.10526315789473684,0.10902255639097744,0.03007518796992481,0.03007518796992481,0.041353383458646614,0.06390977443609022,0.0,0.2518796992481203,0.007518796992481203,0.018796992481203006,0.02631578947368421,0.06390977443609022,0.13157894736842105,0.011278195488721804,0.0,0.10902255639097744,0.0,True,91.0,0.8646616541353384,4.868421052631579,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.007518796992481203,2.877430247221914,0.48283282702827535,0.4706574328449329,0.046934512036968724,7.298533572870765,1478.1307664584074,5.556882580670704,228,2,0,1,0,0
3,"Jimmy Wales, who co-founded Wikipedia 25 years ago, says the online encyclopaedia needs a radical overhaul and that blockchain technology could provide the change that is needed. At a technology conference recently, Wales stated that he believed Wikipedia’s volunteer-driven model has struggled with issues including declining editor participation, governance disputes and growing mistrust over content moderation. Under his proposal he stated that articles and edits would be recorded on a public blockchain effectively creating a transparent, tamper-resistant history of everyone who has contributed. He stated that members of the public could become contributors to the programme, earning digital tokens for verified edits, in the hope of attracting experts in the specific field. Mr Wales believed that 'smart' contracts might be helpful in creating a more well rounded editorial platform. Wales hoped that his plans would make it harder for the site to be manipulated and that giving power to a broader group of people would reduce complaints about the current smaller administrator groups. Those critical of his ideas appear unconvinced that his blockchain systems can be scaled up to handle Wikipedia's popularity and warn that token incentives might encourage low-quality edits. The Wikimedia Foundation stated that it was always interested in new ideas but that remaining non profit, whist embracing its community is key. The future of Wikipedia appears to be uncertain. We can only wait and see whether it can reinvent itself whilst remaining a trusted brand.",2,0.6554621848739496,10.111978087413764,7.150248276820048,0.9228081555880843,0.9527362386048108,70.89182432887618,0.01410599895639408,84.38669585481253,43.457142857142856,0.0789309435360667,0.008474275786263873,0.75,0.7458273381294964,126.2853222393378,0.8697212400201386,122.94631793210272,5.374485596707819,5.0,2.805727395323846,24.3,28.0,7.746612162745725,1.6131687242798354,1.0,0.8972703463353595,243,160,0.6584362139917695,1332,10,45.69642592592595,12.922390946502059,14.975302809339372,16.798189300411526,16.03382716049383,14.583868312757204,56.81028806584362,7.9,0.9049052861001756,0.9097902253270149,0.09701492537313433,0.07462686567164178,0.026119402985074626,0.07462686567164178,0.026119402985074626,0.06343283582089553,0.0,0.208955223880597,0.0037313432835820895,0.018656716417910446,0.06716417910447761,0.04477611940298507,0.08582089552238806,0.05223880597014925,0.0,0.15671641791044777,0.0,True,107.0,0.9067164179104478,4.970149253731344,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02804333970681963,0.0,0.0,0.0,2.9840394942923405,0.5591459278641656,0.44909506490768347,0.055551258210273464,6.840046715774876,934.5327911329656,3.487062653481215,238,2,0,0,0,0
